audio_file,annotation,high_f,low_f,start_time,end_time
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,81,24,110543.969,110550.108
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,79,17,111023.716,111027.544
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,74,15,111137.757,111142.055
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,85,14,111145.341,111149.386
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,85,34,111170.069,111174.944
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,84,30,111259.924,111264.041
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,124,46,111542.488,111545.486
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,83,32,111573.68,111577.58
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,91,16,111590.827,111594.799
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,110,17,111620.393,111624.655
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,89,30,111714.98,111718.555
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,89,19,111732.091,111734.727
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,114,26,111762.127,111766.461
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,118,34,111880.718,111884.113
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,113,34,112029.816,112032.777
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,125,28,112105.486,112109.097
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,116,39,112136.204,112139.743
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,111,39,112179.888,112182.777
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,63,15,112203.391,112207.833
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,89,19,112232.416,112234.908
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,102,20,112301.73,112307.111
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,93,33,112330.43,112333.499
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,100,32,112491.589,112494.948
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,94,17,112569.021,112575.089
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,86,10,112612.091,112617.075
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,71,18,112651.842,112657.115
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,67,19,112663.716,112669.82
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,95,24,112686.565,112691.621
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,78,25,112693.716,112698.592
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,77,28,112745.265,112749.31
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,88,32,112825.775,112828.953
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,87,23,112842.271,112845.702
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,91,32,112874.005,112877.292
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,81,16,113280.538,113285.161
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,77,17,113311.043,113315.378
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,88,27,113318.231,113321.156
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,89,23,113342.235,113345.811
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,86,30,113406.24,113409.418
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,90,27,113475.662,113480.105
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,93,35,113553.969,113556.966
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,91,42,113624.872,113627.364
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,84,32,113748.949,113752.199
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,71,27,113807.938,113811.441
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,54,15,113876.854,113879.563
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,113,17,114046.674,114052.596
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,84,15,114086.601,114090.899
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,114,32,114259.707,114263.752
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,85,34,114347.938,114351.766
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,108,36,114459.093,114462.885
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,100,40,114542.958,114545.955
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,79,27,114574.185,114578.555
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,87,21,114747.251,114752.091
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,78,18,114793.21,114797.725
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,73,19,115015.698,115017.793
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,106,37,115038.299,115041.188
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,79,36,115051.481,115057.223
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,70,25,115092.055,115096.027
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,92,25,115125.41,115129.924
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,80,14,115188.263,115192.885
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,80,20,115204.406,115208.126
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,74,26,115254.149,115258.339
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,93,29,115262.564,115265.851
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,76,27,115306.89,115310.321
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,77,34,115346.349,115350.357
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,75,33,115378.552,115382.019
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,75,33,115385.413,115387.869
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,82,34,115397.865,115400.682
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,83,31,115424.763,115428.555
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,82,29,115457.143,115461.116
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,60,25,115493.138,115495.775
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,70,27,115549.707,115554.222
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,76,40,115618.479,115622.127
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,88,22,115654.583,115659.422
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,62,19,115700.755,115704.438
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,75,20,115732.019,115735.883
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,78,21,115761.766,115766.858
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,80,24,115888.443,115891.296
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,79,23,115929.743,115932.308
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,58,23,115933.572,115935.594
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,81,41,115937.761,115940.434
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,71,21,115957.143,115960.61
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,73,20,115962.38,115964.799
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,59,19,115966.389,115968.23
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,78,31,116013.824,116018.447
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,77,37,116047.035,116050.971
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,73,34,116183.86,116188.953
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,79,30,116229.888,116234.547
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,72,21,116370.466,116375.955
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,70,29,116437.689,116441.734
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,79,27,116518.877,116524.258
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,74,32,116592.777,116595.811
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,73,33,116641.802,116645.125
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,74,21,119138.588,119140.899
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,101,38,119152.492,119154.912
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,74,21,119220.394,119223.536
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,92,30,119438.913,119443.572
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,108,34,119592.091,119596.28
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,71,17,119666.493,119669.852
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,70,18,119672.127,119675.702
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,69,23,119773.716,119776.641
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,75,24,119873.247,119876.569
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,75,19,119907.035,119910.827
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,104,30,120250.141,120252.235
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,69,32,120737.396,120740.538
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,95,33,120801.152,120805.883
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,72,35,120942.705,120945.233
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,83,34,121048.227,121050.718
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,107,34,121138.371,121141.91
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,75,19,121187.757,121191.658
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,110,26,121240.538,121246.461
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,87,16,121312.921,121319.531
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,107,30,121353.572,121358.05
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,71,29,121409.96,121412.633
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,101,34,121459.418,121462.813
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,110,28,128160.068,128163.138
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,100,17,128320.213,128322.922
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,99,31,128541.405,128544.439
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,87,34,128568.443,128571.694
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,87,39,131358.804,131361.549
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,73,27,131970.177,131972.199
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,66,27,132064.005,132066.28
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,103,39,132093.391,132095.811
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,80,37,132244.944,132247.472
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,116,29,132384.908,132387.219
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,88,34,133502.885,133507.291
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,89,30,133699.996,133703.427
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,81,32,133902.019,133905.052
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,79,20,134032.524,134038.375
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,84,36,134257.54,134260.538
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,87,28,134304.908,134309.169
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,77,38,134419.052,134421.978
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,70,33,134453.093,134456.091
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,85,15,134995.589,135000.176
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,84,25,135158.547,135162.844
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,78,36,135200.24,135203.021
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,68,36,135233.274,135236.019
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,65,27,135431.793,135435.152
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,76,35,135482.407,135484.755
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,93,33,135868.587,135872.631
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,71,39,136044.574,136048.619
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,76,27,136090.926,136094.502
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,74,23,136685.224,136690.28
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,78,36,136712.479,136715.694
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,76,39,136730.718,136733.173
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,75,18,136761.905,136764.506
L:\HARP_CNN\AB_classifier\labeled_data\xwavs/DCPP01A_d01_121109_191242.d100.x.wav,D,77,37,136820.168,136822.877
